filepath,label,region,latitude,longitude,source,gbif_id,gbif_platform
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3118510709.jpeg,Arundo donax,Setúbal,38.403291,-8.51605,gbif_dl,3118510709,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3301849460.jpeg,Arundo donax,Aveiro,40.574566,-8.679393,gbif_dl,3301849460,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3872992594.jpeg,Arundo donax,Braga,41.548356,-8.653518,gbif_dl,3872992594,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5177254832.jpg,Arundo donax,Castelo Branco,39.643162,-7.687644,gbif_dl,5177254832,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5187908390.jpeg,Arundo donax,Faro,37.087057,-8.224252,gbif_dl,5187908390,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6178548841.jpg,Arundo donax,Madeira,32.686337,-17.113468,gbif_dl,6178548841,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3302514752.jpeg,Arundo donax,Lisboa,38.987261,-9.21302,gbif_dl,3302514752,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3802267592.jpeg,Arundo donax,Aveiro,40.664382,-8.732587,gbif_dl,3802267592,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5908958201.jpg,Arundo donax,Leiria,39.604687,-9.080122,gbif_dl,5908958201,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6321171518.jpg,Arundo donax,Setúbal,38.297908,-8.223519,gbif_dl,6321171518,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3302113643.jpeg,Arundo donax,Leiria,39.635,-8.759444,gbif_dl,3302113643,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5007159958.jpeg,Arundo donax,Santarém,39.696148,-8.59527,gbif_dl,5007159958,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4011553132.jpeg,Arundo donax,Coimbra,40.479847,-8.784852,gbif_dl,4011553132,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2850724512.jpeg,Arundo donax,Santarém,38.99725,-8.349061,gbif_dl,2850724512,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4171761870.jpeg,Arundo donax,Évora,38.350026,-8.025501,gbif_dl,4171761870,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3337708837.jpeg,Arundo donax,Leiria,39.325913,-9.294457,gbif_dl,3337708837,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3415866770.jpeg,Arundo donax,Évora,38.68481,-8.514363,gbif_dl,3415866770,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3760327432.jpeg,Arundo donax,Faro,37.116487,-8.652697,gbif_dl,3760327432,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4121254527.jpg,Arundo donax,Portalegre,39.244434,-8.003517,gbif_dl,4121254527,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3118346128.jpeg,Arundo donax,Lisboa,38.869793,-9.329505,gbif_dl,3118346128,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3337524823.jpeg,Arundo donax,Setúbal,38.648579,-9.171776,gbif_dl,3337524823,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4900864736.jpeg,Arundo donax,Madeira,33.061432,-16.342951,gbif_dl,4900864736,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5133966912.jpeg,Arundo donax,Azores,38.520672,-28.621751,gbif_dl,5133966912,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5206478493.jpg,Arundo donax,Leiria,39.800804,-8.753838,gbif_dl,5206478493,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4994318187.jpeg,Arundo donax,Faro,37.267616,-8.305877,gbif_dl,4994318187,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3456400805.jpg,Arundo donax,Lisboa,38.874727,-9.200529,gbif_dl,3456400805,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4133828854.jpeg,Arundo donax,Vila Real,41.213321,-7.435229,gbif_dl,4133828854,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2992838392.jpg,Arundo donax,Faro,37.129547,-7.636572,gbif_dl,2992838392,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3705416654.jpeg,Arundo donax,Santarém,39.176043,-8.688224,gbif_dl,3705416654,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3090827090.jpeg,Arundo donax,Lisboa,38.697317,-9.237392,gbif_dl,3090827090,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3335097840.jpeg,Arundo donax,Évora,38.662383,-8.42545,gbif_dl,3335097840,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3802278014.jpg,Arundo donax,Évora,38.557022,-7.919918,gbif_dl,3802278014,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2851001591.jpeg,Arundo donax,Porto,41.299803,-8.040675,gbif_dl,2851001591,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3068120108.jpeg,Arundo donax,Lisboa,38.848846,-9.161869,gbif_dl,3068120108,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3760153563.jpeg,Arundo donax,Évora,38.724905,-7.98715,gbif_dl,3760153563,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3892348624.jpeg,Arundo donax,Évora,38.536304,-8.162668,gbif_dl,3892348624,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4165888792.jpeg,Arundo donax,Coimbra,40.224322,-8.441098,gbif_dl,4165888792,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3994166764.jpeg,Arundo donax,Coimbra,40.215672,-8.872811,gbif_dl,3994166764,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4510152728.jpeg,Arundo donax,Lisboa,38.823349,-9.405299,gbif_dl,4510152728,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4855041724.jpg,Arundo donax,Lisboa,38.755294,-9.158457,gbif_dl,4855041724,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3314500005.jpeg,Arundo donax,Braga,41.590361,-8.803932,gbif_dl,3314500005,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5827979457.jpg,Arundo donax,Lisboa,38.757318,-9.42108,gbif_dl,5827979457,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6178525025.jpg,Arundo donax,Coimbra,40.210319,-8.454241,gbif_dl,6178525025,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3337539184.jpeg,Arundo donax,Leiria,39.388782,-9.290166,gbif_dl,3337539184,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3925152090.jpg,Arundo donax,Faro,37.092015,-8.142781,gbif_dl,3925152090,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4172198349.jpeg,Arundo donax,Setúbal,38.39648,-8.432123,gbif_dl,4172198349,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4138459278.jpeg,Arundo donax,Guarda,40.542626,-7.129494,gbif_dl,4138459278,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5759524946.jpg,Arundo donax,Coimbra,40.475586,-8.729306,gbif_dl,5759524946,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3124696143.jpg,Arundo donax,Lisboa,38.756895,-9.165119,gbif_dl,3124696143,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3384214109.jpeg,Arundo donax,Leiria,39.753867,-8.74353,gbif_dl,3384214109,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4177355097.jpeg,Arundo donax,Madeira,32.713343,-16.965176,gbif_dl,4177355097,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2851273743.jpeg,Arundo donax,Santarém,39.067214,-8.757062,gbif_dl,2851273743,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3456265667.jpeg,Arundo donax,Lisboa,39.049435,-8.945914,gbif_dl,3456265667,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3802476557.jpg,Arundo donax,Setúbal,38.530478,-8.896186,gbif_dl,3802476557,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4121075612.jpeg,Arundo donax,Faro,37.026839,-7.917336,gbif_dl,4121075612,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4453755542.jpeg,Arundo donax,Porto,41.16404,-8.568387,gbif_dl,4453755542,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4952573658.jpg,Arundo donax,Azores,37.744819,-25.594945,gbif_dl,4952573658,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5892600740.jpg,Arundo donax,Madeira,32.843105,-17.214439,gbif_dl,5892600740,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5206258445.jpeg,Arundo donax,Lisboa,38.926463,-9.011249,gbif_dl,5206258445,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3456787963.jpeg,Arundo donax,Santarém,39.227969,-8.712631,gbif_dl,3456787963,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4442590935.jpeg,Arundo donax,Évora,38.555686,-7.89972,gbif_dl,4442590935,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4954427114.jpeg,Arundo donax,Coimbra,40.198938,-8.424117,gbif_dl,4954427114,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4901688427.jpeg,Arundo donax,Leiria,39.453848,-9.126818,gbif_dl,4901688427,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3802612775.jpeg,Arundo donax,Lisboa,38.742772,-9.228915,gbif_dl,3802612775,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3705486975.jpeg,Arundo donax,Faro,37.034806,-7.913631,gbif_dl,3705486975,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6320579705.jpg,Arundo donax,Coimbra,40.193591,-8.500797,gbif_dl,6320579705,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4424323575.jpeg,Arundo donax,Azores,39.010731,-27.965511,gbif_dl,4424323575,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5935853432.jpg,Arundo donax,Santarém,39.106483,-8.580631,gbif_dl,5935853432,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4055022954.jpeg,Arundo donax,Évora,38.840383,-7.589218,gbif_dl,4055022954,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4867950773.jpeg,Arundo donax,Coimbra,40.472046,-8.725869,gbif_dl,4867950773,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4936705503.jpeg,Arundo donax,Madeira,32.641983,-16.83044,gbif_dl,4936705503,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3385023707.jpg,Arundo donax,Azores,37.787073,-25.142915,gbif_dl,3385023707,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4091961228.jpeg,Arundo donax,Leiria,39.850948,-8.654809,gbif_dl,4091961228,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4519075902.jpeg,Arundo donax,Lisboa,38.695062,-9.437806,gbif_dl,4519075902,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2859919063.jpeg,Arundo donax,Santarém,39.4244,-8.185507,gbif_dl,2859919063,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5188027469.jpg,Arundo donax,Lisboa,38.954817,-9.388324,gbif_dl,5188027469,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6251608651.jpg,Arundo donax,Beja,38.152086,-6.982932,gbif_dl,6251608651,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3873430669.jpg,Arundo donax,Coimbra,40.113796,-8.288372,gbif_dl,3873430669,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3902763594.jpg,Arundo donax,Azores,38.521572,-28.717005,gbif_dl,3902763594,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5935265115.jpg,Arundo donax,Viseu,40.39981,-8.123183,gbif_dl,5935265115,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6273145315.jpeg,Arundo donax,Viseu,41.139525,-7.35037,gbif_dl,6273145315,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2850742761.jpeg,Arundo donax,Santarém,39.15626,-8.670014,gbif_dl,2850742761,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2882966847.jpeg,Arundo donax,Leiria,39.915896,-8.612928,gbif_dl,2882966847,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4519072097.jpeg,Arundo donax,Setúbal,38.530834,-8.896623,gbif_dl,4519072097,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4891731314.jpeg,Arundo donax,Santarém,39.468707,-8.528703,gbif_dl,4891731314,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5037155144.jpeg,Arundo donax,Setúbal,38.711257,-8.99056,gbif_dl,5037155144,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4405212532.jpeg,Arundo donax,Azores,37.717163,-25.401978,gbif_dl,4405212532,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4919504653.jpeg,Arundo donax,Aveiro,40.770844,-8.700045,gbif_dl,4919504653,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3398835477.jpg,Arundo donax,Setúbal,38.443427,-9.107817,gbif_dl,3398835477,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4126729596.jpg,Arundo donax,Madeira,32.71944,-17.17225,gbif_dl,4126729596,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4522733967.jpeg,Arundo donax,Madeira,32.645416,-16.847082,gbif_dl,4522733967,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4923830619.jpeg,Arundo donax,Coimbra,40.212652,-8.440347,gbif_dl,4923830619,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3892397579.jpeg,Arundo donax,Évora,38.558955,-7.923856,gbif_dl,3892397579,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5938124687.jpg,Arundo donax,Faro,37.019528,-8.733545,gbif_dl,5938124687,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3764144114.jpg,Arundo donax,Lisboa,38.699437,-9.31281,gbif_dl,3764144114,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3892319021.jpeg,Arundo donax,Azores,39.373953,-31.200829,gbif_dl,3892319021,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4980682162.jpeg,Arundo donax,Setúbal,38.720772,-8.630979,gbif_dl,4980682162,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2851295325.jpeg,Arundo donax,Leiria,39.729604,-8.829894,gbif_dl,2851295325,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5063284507.jpg,Arundo donax,Madeira,32.666377,-16.908458,gbif_dl,5063284507,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6188332282.jpg,Arundo donax,Setúbal,37.951463,-8.874306,gbif_dl,6188332282,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6253145980.jpg,Arundo donax,Beja,37.682826,-8.794666,gbif_dl,6253145980,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5897400381.jpg,Arundo donax,Azores,37.728993,-25.47246,gbif_dl,5897400381,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\1562930452.jpeg,Arundo donax,Faro,37.076939,-8.135496,gbif_dl,1562930452,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\1802641911.jpg,Arundo donax,Faro,37.038828,-7.781163,gbif_dl,1802641911,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4442378855.jpeg,Arundo donax,Porto,41.159149,-8.565506,gbif_dl,4442378855,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4950077406.jpeg,Arundo donax,Azores,37.743798,-25.649741,gbif_dl,4950077406,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3415480277.jpeg,Arundo donax,Setúbal,38.721576,-8.962638,gbif_dl,3415480277,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3760014722.jpeg,Arundo donax,Aveiro,40.61601,-8.669537,gbif_dl,3760014722,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4891669899.jpeg,Arundo donax,Setúbal,38.677225,-9.174911,gbif_dl,4891669899,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4863884252.jpeg,Arundo donax,Coimbra,40.215447,-8.443167,gbif_dl,4863884252,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5007094816.jpeg,Arundo donax,Faro,37.022645,-7.897905,gbif_dl,5007094816,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4974250492.jpeg,Arundo donax,Faro,37.026333,-7.858563,gbif_dl,4974250492,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5008315945.jpeg,Arundo donax,Santarém,39.72807,-8.576335,gbif_dl,5008315945,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4440927372.jpg,Arundo donax,,40.491741,-7.851256,gbif_dl,4440927372,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4424585787.jpg,Arundo donax,Santarém,39.628422,-8.399867,gbif_dl,4424585787,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2006084072.jpeg,Arundo donax,Madeira,32.752934,-17.222855,gbif_dl,2006084072,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3456903649.jpeg,Arundo donax,Santarém,39.249194,-8.739566,gbif_dl,3456903649,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4054774988.jpeg,Arundo donax,Azores,38.676013,-27.301648,gbif_dl,4054774988,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3455951586.jpeg,Arundo donax,Setúbal,38.472358,-9.029836,gbif_dl,3455951586,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5827413974.jpg,Arundo donax,Coimbra,40.265565,-8.24936,gbif_dl,5827413974,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\2850824921.jpeg,Arundo donax,Leiria,39.735092,-8.796611,gbif_dl,2850824921,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5206118493.jpg,Arundo donax,Leiria,39.761337,-8.783036,gbif_dl,5206118493,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5205998616.jpg,Arundo donax,Évora,38.465199,-7.827494,gbif_dl,5205998616,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5104539991.jpeg,Arundo donax,Setúbal,38.634045,-8.988478,gbif_dl,5104539991,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\5904033901.jpg,Arundo donax,Viseu,41.144237,-7.646022,gbif_dl,5904033901,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6179262685.jpg,Arundo donax,Faro,37.1212,-8.530038,gbif_dl,6179262685,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\6334036891.jpg,Arundo donax,Aveiro,40.465929,-8.504457,gbif_dl,6334036891,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\3859048383.jpeg,Arundo donax,Lisboa,38.826408,-9.411546,gbif_dl,3859048383,inaturalist
C:\Users\USER\Downloads\files(4)\invasivelens\invasivelens\data_raw\gbif_dl\inaturalist\Arundo_donax\4901736723.jpg,Arundo donax,Setúbal,38.56522,-9.035268,gbif_dl,4901736723,inaturalist
